aw_product_id,merchant_product_id,merchant_category,aw_deep_link,merchant_image_url,search_price,description,product_name,merchant_deep_link,aw_image_url,merchant_name,merchant_id,category_name,category_id,delivery_cost,currency,store_price,display_price,data_feed_id,delivery_time,keywords,specifications,brand_name
745005164,FIL024B,"Bedding Plants",http://www.awin1.com/pclick.php?p=745005164&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/FIL024B_310.jpg,19.96,"Compliment any display with this filler collectionThis selection of foliage and filler plants offers more variation with the design and planting of your tubs, planters and pots. Each will provide an excellent addition to your display. They are ideal for filling in those pesky gaps and will make gardening a breeze!","Autumn Foliage / Filler Collection 24 Large Plants",http://www.gardeningdirect.co.uk/autumn-foliage-filler-collection-24-xlarge-plants,http://images.productserve.com/preview/1/1351/64/51/745005164.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP19.96,1351,,,,
690305215,FIL024A,Perennials,http://www.awin1.com/pclick.php?p=690305215&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/FIL024A_310.jpg,19.96,"Foliage plants perfect for complementing your bedding plantsThis collection of foliage and filler plants offers more flexibility with the design and planting of your hanging baskets, containers, window boxes etc.  A fantastic complement to your bedding plants.","Foliage / Filler Collection 24 Large Plants",http://www.gardeningdirect.co.uk/foliage-filler-collection-24-xlarge-plants,http://images.productserve.com/preview/1/1351/15/52/690305215.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP19.96,1351,,,,
746775928,TOM001T,"Vegetable Plants",http://www.awin1.com/pclick.php?p=746775928&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/TOM001T_310.jpg,7.99,"Produces an abundance of sweet tastersPick fresh tomatoes in August till October with a little watering and a weekly feed and no side-shooting required, just let them grow and have fun picking them fresh for your salads or sandwiches. We have grown these with no chemicals using only organic feeds and peat reduced compost","Tomato Patio Totem Red 1 Plant 2 Litre",http://www.gardeningdirect.co.uk/tomato-patio-totem-red-1-plant-2-litre,http://images.productserve.com/preview/1/1351/28/59/746775928.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP7.99,1351,,,,
676467649,AUB024A,Perennials,http://www.awin1.com/pclick.php?p=676467649&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/AUB024A_310.jpg,14.99,"Classic RHS Award winner Buy 12 and get 12 Half Price!This attractive RHS Award winning Aubretia is an established favourite. They are perfect rockery plants, that will survive best in drier conditions. Also ideal for walls.","Aubretia Royal Red 24 Large Plants",http://www.gardeningdirect.co.uk/aubretia-royal-red-24-xlarge-plants,http://images.productserve.com/preview/1/1351/49/76/676467649.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP14.99,1351,,,,
676469495,LAV024E,Perennials,http://www.awin1.com/pclick.php?p=676469495&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/LAV024E_310.jpg,14.99,"Add some fragrance to your garden!Attracts Wildlife: This variety is great for attracting bees, butterflies and moths to the garden. Buy 12 and get 12 Half Price!Buy the heavily scented traditional English favourite that will fill your garden with beautiful scent.","Lavender Elegance Ice 24 Large Plants",http://www.gardeningdirect.co.uk/lavender-elegance-ice-24-xlarge-plants,http://images.productserve.com/preview/1/1351/95/94/676469495.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP14.99,1351,,,,
676467175,ACE001F,Shrubs,http://www.awin1.com/pclick.php?p=676467175&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/ACE001F_310.jpg,7.99,"A gorgeous Acer*size after 10 yearsThis variety produces pinkish red leaves in the spring turning green in the summer and a gorgeous reddish orange for autumn.  Slow growing, ideal for small gardens and containers.","Acer Palmatum Wilsons Pink Dwarf (Japanese Maple) 1 Plant  9cm Pot",http://www.gardeningdirect.co.uk/acer-palmatum-wilsons-pink-dwarf-japanese-maple-1-9cm-pot,http://images.productserve.com/preview/1/1351/75/71/676467175.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP7.99,1351,,,,
3173044071,POR012D,"Bedding plants",http://www.awin1.com/pclick.php?p=3173044071&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/POR012D_310.jpg,10.99,"Large double flowered plant that loves hot and dry areas!These large double flowered Portulaca bedding plants love hot and dry parts of the garden as they have excellent heat and drought tolerance. Ideal for hanging baskets and ground cover. This Portulaca has a bright mix of flowers.","Portulaca Lazy Days 12 Mega Plants",http://www.gardeningdirect.co.uk/portulaca-lazy-days-12-mega-plants,http://images.productserve.com/preview/1/1351/71/40/3173044071.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP10.99,1351,,,,
676469043,IMP012E,"Bedding plants",http://www.awin1.com/pclick.php?p=676469043&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/IMP012E_310.jpg,16.98,"Charming fusion and mixture of colour to brighten up your gardenEach Pack Contains 6 XLarge Plants Great Money Saving Offers... Double Up Again - Order  4 packs of 6 plants and  save £20! .......  Click Here Impatiens, also known as Busy Lizzies, are a prime example of a bedding plant.  Well known for their extended duration of colour and are ideal for planters and pots. This Impatiens Double is the deluxe edition of Busy Lizzies with beautiful double flowers in deep reds and light pinks.","Busy Lizzie (Impatiens) Double 12 Large Plants",http://www.gardeningdirect.co.uk/impatiens-double-12-xlarge-plants,http://images.productserve.com/preview/1/1351/43/90/676469043.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP16.98,1351,,,,
676470029,POT001H,Potatoes,http://www.awin1.com/pclick.php?p=676470029&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/POT001H_310.jpg,3.99,"Grow And Cook Your Own Potatoes Fresh From The Vegetable PatchThese special Kestrel seed potatoes have been stored at 4 degrees Celsius to ensure that they are kept in great condition for you to plant between June and August so that you can enjoy the fresh taste of new potatoes for Christmas lunch.Start preparing your Christmas dinner early this year.","Kestrel Seed Potatoes (1kg)",http://www.gardeningdirect.co.uk/potatoes-kestrel-1-kg,http://images.productserve.com/preview/1/1351/29/00/676470029.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP3.99,1351,,,,
696666235,ACE001G,Shrubs,http://www.awin1.com/pclick.php?p=696666235&a=213679&m=1351,http://www.gardeningdirect.co.uk/ProductImages/310/ACE001G_310.jpg,7.99,"Attractive Light Yellow leaves that turn Orange then GreenRHS AGM Award WinnerThis Acer has light yellow star shaped leaves that turn orange as they develop in the spring then rich green in summer.  A lovely deciduous shrub that will bring a range of colour to your garden - particularly in the Autumn.","Acer Palmatum Altropurpureum 1 plant 9cm Pot",http://www.gardeningdirect.co.uk/acer-palmatum-altropurpureum-1-plant-9cm-pot,http://images.productserve.com/preview/1/1351/35/62/696666235.jpg,"Gardening Direct",1351,"Plants & Seeds",456,,GBP,,GBP7.99,1351,,,,
